master_schema_version,record_id,crawler_owner,raw_schema_type,raw_file_path,raw_file_name,raw_record_index,post_id,post_url,content_hash,dedup_key,page_name,page_handle,page_url,page_followers,page_followers_raw,has_page_followers,post_type,external_url,post_content_for_labeling,post_content_length,word_count,topic_label_final,topic_label_id,label_status,label_source,annotator_1,annotator_2,annotation_round,annotation_note,is_uncertain_label,like_count,love_count,haha_count,wow_count,sad_count,angry_count,care_count,sorry_count,total_reactions,reaction_detail_sum,reaction_detail_coverage_ratio,has_reaction_total,has_reaction_details,reaction_details_status,share_count,comment_count,has_share_count,has_comment_count,has_engagement_basic,post_created_time_raw,post_created_time_unix,post_created_time_human,post_created_date,post_created_hour,post_created_weekday,timestamp_source,timestamp_status,has_post_created_time,crawl_time_raw,crawl_time_unix,crawl_time_human,metadata_observed_at,has_crawl_time,reaction_per_follower,share_per_follower,comment_per_follower,engagement_total,engagement_per_follower,usable_for_topic_classification,needs_topic_label,special_reaction_total,positive_reaction_total,negative_reaction_total,love_ratio,haha_ratio,wow_ratio,sad_ratio,angry_ratio,care_ratio,approval_index,outrage_index,amusement_index,empathy_index,polarity_score,usable_for_reaction_analysis,usable_for_engagement_analysis,exclude_reason,quality_note
teamcrawl_v1,REC_000124,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,114,pfbid02KQ6kmyni3YHDCzddeST6vACs2qzQiJTSupjkebrh22ScxDf547ZUhppKh3cQuqZYl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02KQ6kmyni3YHDCzddeST6vACs2qzQiJTSupjkebrh22ScxDf547ZUhppKh3cQuqZYl,bda6e9d79eb368fb,post_id:pfbid02KQ6kmyni3YHDCzddeST6vACs2qzQiJTSupjkebrh22ScxDf547ZUhppKh3cQuqZYl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Dư luận Ấn Độ đánh giá cao chuyến thăm của Tổng Bí thư, Chủ tịch nước Tô Lâm",76,18,,,unlabeled,none,,,,,0,84,9,0,0,0,0,0,,93,93,1.0,1,1,full,8,0,1,1,1,Wednesday 6 May 2026 at 09:40,1778035200,2026-05-06 09:40:00,2026-05-06,9,Wednesday,feed_hover,ok,1,1779737294,1779737294,2026-05-26 02:28:14,2026-05-26 02:28:14,1,0.0004492754,3.86473e-05,0.0,101,0.0004879227,1,1,9,9,0,0.096774,0.0,0.0,0.0,0.0,0.0,0.096774,0.0,0.0,0.0,0.096774,1,1,,
teamcrawl_v1,REC_000125,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,115,pfbid02Qn1C4oK3UB4VQvKBznK2QCGCMLQVb6tHYcShwtTQjXZRER5PHirxnnjTUGNmzPWJl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02Qn1C4oK3UB4VQvKBznK2QCGCMLQVb6tHYcShwtTQjXZRER5PHirxnnjTUGNmzPWJl,5f421fbd799c9f2a,post_id:pfbid02Qn1C4oK3UB4VQvKBznK2QCGCMLQVb6tHYcShwtTQjXZRER5PHirxnnjTUGNmzPWJl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Tổng Bí thư, Chủ tịch nước Tô Lâm bắt đầu thăm cấp Nhà nước Cộng hòa Ấn Độ #baodbnd",83,19,,,unlabeled,none,,,,,0,85,20,0,0,0,0,0,,105,105,1.0,1,1,full,7,0,1,1,1,Tuesday 5 May 2026 at 20:46,1777988760,2026-05-05 20:46:00,2026-05-05,20,Tuesday,feed_hover,ok,1,1779737302,1779737302,2026-05-26 02:28:22,2026-05-26 02:28:22,1,0.0005072464,3.38164e-05,0.0,112,0.0005410628,1,1,20,20,0,0.190476,0.0,0.0,0.0,0.0,0.0,0.190476,0.0,0.0,0.0,0.190476,1,1,,
teamcrawl_v1,REC_000126,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,116,pfbid0QvdgDGUW5bWJaAQsGAqhNo8kMdk8g5WgEu1Nwdd5w5greZSSNFPhhQA3jKidLUC8l,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0QvdgDGUW5bWJaAQsGAqhNo8kMdk8g5WgEu1Nwdd5w5greZSSNFPhhQA3jKidLUC8l,9baaf7cbeee4955e,post_id:pfbid0QvdgDGUW5bWJaAQsGAqhNo8kMdk8g5WgEu1Nwdd5w5greZSSNFPhhQA3jKidLUC8l,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,Xung lực mới cho quan hệ Việt Nam - Sri Lanka,45,11,,,unlabeled,none,,,,,0,47,6,0,0,0,0,0,,53,53,1.0,1,1,full,3,0,1,1,1,Tuesday 5 May 2026 at 17:46,1777977960,2026-05-05 17:46:00,2026-05-05,17,Tuesday,feed_hover,ok,1,1779737308,1779737308,2026-05-26 02:28:28,2026-05-26 02:28:28,1,0.0002560386,1.44928e-05,0.0,56,0.0002705314,1,1,6,6,0,0.113208,0.0,0.0,0.0,0.0,0.0,0.113208,0.0,0.0,0.0,0.113208,1,1,,
teamcrawl_v1,REC_000127,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,117,pfbid02qkZqaz7hMyuABkXrXatwb2guogaqZ3mBbDJz5B9cMJH5RmgKxRPNLEmBibqEv3nFl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02qkZqaz7hMyuABkXrXatwb2guogaqZ3mBbDJz5B9cMJH5RmgKxRPNLEmBibqEv3nFl,5b9bc48690769342,post_id:pfbid02qkZqaz7hMyuABkXrXatwb2guogaqZ3mBbDJz5B9cMJH5RmgKxRPNLEmBibqEv3nFl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Bộ GD-ĐT: Sách giáo khoa không phải là pháp lệnh, chỉ là học liệu #baodbnd",74,15,,,unlabeled,none,,,,,0,47,3,3,0,0,0,0,,53,53,1.0,1,1,full,7,0,1,1,1,Tuesday 5 May 2026 at 12:01,1777957260,2026-05-05 12:01:00,2026-05-05,12,Tuesday,feed_hover,ok,1,1779737316,1779737316,2026-05-26 02:28:36,2026-05-26 02:28:36,1,0.0002560386,3.38164e-05,0.0,60,0.0002898551,1,1,6,3,0,0.056604,0.056604,0.0,0.0,0.0,0.0,0.056604,0.0,0.056604,0.0,0.056604,1,1,,
teamcrawl_v1,REC_000128,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,118,pfbid0F4bD5hB1HDh8U4tRnpZFRtsUaRx33sLKmzX4LL3z5NdgStgp78yq3T7XcmmfFfG2l,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0F4bD5hB1HDh8U4tRnpZFRtsUaRx33sLKmzX4LL3z5NdgStgp78yq3T7XcmmfFfG2l,e86dca30fa085d36,post_id:pfbid0F4bD5hB1HDh8U4tRnpZFRtsUaRx33sLKmzX4LL3z5NdgStgp78yq3T7XcmmfFfG2l,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Chuyến thăm Ấn Độ của Tổng Bí thư, Chủ tịch nước Tô Lâm: Định hình ưu tiên chiến lược trong thời điểm then chốt",111,24,,,unlabeled,none,,,,,0,44,6,0,0,0,0,0,,50,50,1.0,1,1,full,6,0,1,1,1,Tuesday 5 May 2026 at 08:27,1777944420,2026-05-05 08:27:00,2026-05-05,8,Tuesday,feed_hover,ok,1,1779737323,1779737323,2026-05-26 02:28:43,2026-05-26 02:28:43,1,0.0002415459,2.89855e-05,0.0,56,0.0002705314,1,1,6,6,0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.12,1,1,,
teamcrawl_v1,REC_000129,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,119,pfbid02PKFs1Xdw47vBmmRkpjZCmcrrCs47kBCxea9Mra2bms6471Lpca1hLaQRXBWpe5Tml,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02PKFs1Xdw47vBmmRkpjZCmcrrCs47kBCxea9Mra2bms6471Lpca1hLaQRXBWpe5Tml,ccc31c20efaaf907,post_id:pfbid02PKFs1Xdw47vBmmRkpjZCmcrrCs47kBCxea9Mra2bms6471Lpca1hLaQRXBWpe5Tml,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,Ấn Độ - Việt Nam: Đối tác kiên định giữa thế giới bất định,58,14,,,unlabeled,none,,,,,0,123,11,0,0,0,0,0,,134,134,1.0,1,1,full,18,0,1,1,1,Monday 4 May 2026 at 21:44,1777905840,2026-05-04 21:44:00,2026-05-04,21,Monday,feed_hover,ok,1,1779737330,1779737330,2026-05-26 02:28:50,2026-05-26 02:28:50,1,0.000647343,8.69565e-05,0.0,152,0.0007342995,1,1,11,11,0,0.08209,0.0,0.0,0.0,0.0,0.0,0.08209,0.0,0.0,0.0,0.08209,1,1,,
teamcrawl_v1,REC_000130,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,120,pfbid0piq86apEpQ1jQ7JSeUEpMQP8p8sMMPxGJBGKjwjDmm7TCLUZqbdcyVft8yRWtSQZl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0piq86apEpQ1jQ7JSeUEpMQP8p8sMMPxGJBGKjwjDmm7TCLUZqbdcyVft8yRWtSQZl,d5204b792c4c6120,post_id:pfbid0piq86apEpQ1jQ7JSeUEpMQP8p8sMMPxGJBGKjwjDmm7TCLUZqbdcyVft8yRWtSQZl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,Tiếp tục tăng cường quan hệ Đối tác Chiến lược Toàn diện năng động Việt Nam - Ấn Độ #baodbnd,92,20,,,unlabeled,none,,,,,0,71,7,0,0,0,0,0,,78,78,1.0,1,1,full,16,3,1,1,1,Monday 4 May 2026 at 18:09,1777892940,2026-05-04 18:09:00,2026-05-04,18,Monday,feed_hover,ok,1,1779737337,1779737337,2026-05-26 02:28:57,2026-05-26 02:28:57,1,0.0003768116,7.72947e-05,1.44928e-05,97,0.000468599,1,1,7,7,0,0.089744,0.0,0.0,0.0,0.0,0.0,0.089744,0.0,0.0,0.0,0.089744,1,1,,
teamcrawl_v1,REC_000131,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,121,pfbid02LM9D9MpDnQAtCKqCA7Qpqci4iVX8rSNqqZYMv9Eqrsx3vjRSXmBpMVzKLSL7H56Dl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02LM9D9MpDnQAtCKqCA7Qpqci4iVX8rSNqqZYMv9Eqrsx3vjRSXmBpMVzKLSL7H56Dl,fcfc47bec5c2768f,post_id:pfbid02LM9D9MpDnQAtCKqCA7Qpqci4iVX8rSNqqZYMv9Eqrsx3vjRSXmBpMVzKLSL7H56Dl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Trước thềm chuyến thăm cấp Nhà nước đến Ấn Độ của Tổng Bí thư, Chủ tịch nước Tô Lâm: Kiến tạo xung lực, định hình khuôn khổ hợp tác cho quan hệ Việt Nam - Ấn Độ lên tầm cao mới ____ Chuyến thăm cấp Nhà nước tới Cộng hòa Ấn Độ của Tổng Bí thư, Chủ tịch nước Tô Lâm được tin tưởng sẽ trở thành dấu mốc chính trị quan trọng, định hình khuôn khổ ở tầm mức cao hơn cho quan hệ giữa Việt Nam - Ấn Độ, từ đó mang lại hiệu quả thiết thực cho người dân, doanh nghiệp, đóng góp vào việc thực hiện các mục tiêu phát triển bền vững của mỗi nước, đóng góp vào hòa bình, ổn định, hợp tác và phát triển ở khu vực. #baodbnd",607,136,,,unlabeled,none,,,,,0,59,11,0,0,0,0,0,,70,70,1.0,1,1,full,20,0,1,1,1,Monday 4 May 2026 at 16:52,1777888320,2026-05-04 16:52:00,2026-05-04,16,Monday,feed_hover,ok,1,1779737345,1779737345,2026-05-26 02:29:05,2026-05-26 02:29:05,1,0.0003381643,9.66184e-05,0.0,90,0.0004347826,1,1,11,11,0,0.157143,0.0,0.0,0.0,0.0,0.0,0.157143,0.0,0.0,0.0,0.157143,1,1,,
teamcrawl_v1,REC_000132,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,122,pfbid0xCwWkBtP5thXVaGife9SJLdWdmtw9sw4Q6NuYFvc7acz6Pop4CpZ5QNeRZF63fA2l,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0xCwWkBtP5thXVaGife9SJLdWdmtw9sw4Q6NuYFvc7acz6Pop4CpZ5QNeRZF63fA2l,5e44b4e4ccb6bf1b,post_id:pfbid0xCwWkBtP5thXVaGife9SJLdWdmtw9sw4Q6NuYFvc7acz6Pop4CpZ5QNeRZF63fA2l,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Thủ tướng Lê Minh Hưng chủ trì cuộc họp tháo gỡ vướng mắc, thúc đẩy triển khai dự án sân bay Long Thành _____ Sáng 4/5, tại trụ sở Chính phủ, Thủ tướng Lê Minh Hưng chủ trì cuộc họp kiểm điểm tình hình, tháo gỡ các khó khăn, vướng mắc, thúc đẩy triển khai dự án đầu tư xây dựng Cảng hàng không quốc tế Long Thành giai đoạn 1, với mục tiêu hoàn thành, đưa dự án vào khai thác thương mại trong năm 2026. #baodbnd",410,88,,,unlabeled,none,,,,,0,58,0,0,0,0,0,0,,58,58,1.0,1,1,full,10,0,1,1,1,Monday 4 May 2026 at 14:12,1777878720,2026-05-04 14:12:00,2026-05-04,14,Monday,feed_hover,ok,1,1779737351,1779737351,2026-05-26 02:29:11,2026-05-26 02:29:11,1,0.0002801932,4.83092e-05,0.0,68,0.0003285024,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,,
teamcrawl_v1,REC_000133,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,123,pfbid0hexvRyJ4eRrqqLtJRhNiV8GBYXxRfRGUrmPUKLsxd35ce4oW7HQkCU5svXT3dydal,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0hexvRyJ4eRrqqLtJRhNiV8GBYXxRfRGUrmPUKLsxd35ce4oW7HQkCU5svXT3dydal,ce0a7cebdbb470a3,post_id:pfbid0hexvRyJ4eRrqqLtJRhNiV8GBYXxRfRGUrmPUKLsxd35ce4oW7HQkCU5svXT3dydal,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Tạo đột phá cho quan hệ Đối tác Chiến lược Toàn diện Việt Nam - Ấn Độ ——— Chuyến thăm Ấn Độ của Tổng Bí thư, Chủ tịch nước Tô Lâm diễn ra trong bối cảnh hai nước kỷ niệm 54 năm thiết lập quan hệ ngoại giao, 10 năm thiết lập quan hệ Đối tác Chiến lược Toàn diện #baodbnd",269,61,,,unlabeled,none,,,,,0,85,16,0,0,0,0,0,,101,101,1.0,1,1,full,11,0,1,1,1,Sunday 3 May 2026 at 22:04,1777820640,2026-05-03 22:04:00,2026-05-03,22,Sunday,feed_hover,ok,1,1779737367,1779737367,2026-05-26 02:29:27,2026-05-26 02:29:27,1,0.0004879227,5.31401e-05,0.0,112,0.0005410628,1,1,16,16,0,0.158416,0.0,0.0,0.0,0.0,0.0,0.158416,0.0,0.0,0.0,0.158416,1,1,,
teamcrawl_v1,REC_000134,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,124,pfbid029PyZKQdtYczPfRYWVorR1o9wZvoz3VKBCv8JaBBwqrhBSJo2FRQkFrBrRrkmjtoPl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid029PyZKQdtYczPfRYWVorR1o9wZvoz3VKBCv8JaBBwqrhBSJo2FRQkFrBrRrkmjtoPl,203ac6441ef3eb33,post_id:pfbid029PyZKQdtYczPfRYWVorR1o9wZvoz3VKBCv8JaBBwqrhBSJo2FRQkFrBrRrkmjtoPl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Phát triển đất nước trong kỷ nguyên mới phải bắt đầu từ việc quý trọng, khơi thông và sử dụng hiệu quả nguồn lực quốc gia #baodbnd",130,27,,,unlabeled,none,,,,,0,48,6,0,0,0,0,0,,54,54,1.0,1,1,full,9,0,1,1,1,Sunday 3 May 2026 at 15:39,1777797540,2026-05-03 15:39:00,2026-05-03,15,Sunday,feed_hover,ok,1,1779737376,1779737376,2026-05-26 02:29:36,2026-05-26 02:29:36,1,0.0002608696,4.34783e-05,0.0,63,0.0003043478,1,1,6,6,0,0.111111,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.0,0.0,0.111111,1,1,,
teamcrawl_v1,REC_000135,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,125,pfbid0UMqD1hUKb144AFSo1ufbXozGzTpp1n7JgZPuPqGzL5PL2gHKEC7v5ApoxtyCq6D7l,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0UMqD1hUKb144AFSo1ufbXozGzTpp1n7JgZPuPqGzL5PL2gHKEC7v5ApoxtyCq6D7l,14be44f9c1000336,post_id:pfbid0UMqD1hUKb144AFSo1ufbXozGzTpp1n7JgZPuPqGzL5PL2gHKEC7v5ApoxtyCq6D7l,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Từ ngày 15/5/2026, bán, cung cấp thuốc lá cho người chưa đủ 18 tuổi bị phạt tiền 3.000.000 đồng đến 5.000.000 đồng",114,22,,,unlabeled,none,,,,,0,138,5,2,0,0,0,0,,145,145,1.0,1,1,full,32,0,1,1,1,Sunday 3 May 2026 at 08:13,1777770780,2026-05-03 08:13:00,2026-05-03,8,Sunday,feed_hover,ok,1,1779737383,1779737383,2026-05-26 02:29:43,2026-05-26 02:29:43,1,0.0007004831,0.0001545894,0.0,177,0.0008550725,1,1,7,5,0,0.034483,0.013793,0.0,0.0,0.0,0.0,0.034483,0.0,0.013793,0.0,0.034483,1,1,,
teamcrawl_v1,REC_000136,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,126,pfbid02fANNhBVCDH4tnutFaU8fg3b1jZHxvSRW6Ur1MuzSufqDVgK1ES81o3Eq635rUHRbl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02fANNhBVCDH4tnutFaU8fg3b1jZHxvSRW6Ur1MuzSufqDVgK1ES81o3Eq635rUHRbl,fbb0469d30d95da9,post_id:pfbid02fANNhBVCDH4tnutFaU8fg3b1jZHxvSRW6Ur1MuzSufqDVgK1ES81o3Eq635rUHRbl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Thúc đẩy quan hệ Việt Nam – Nhật Bản phát triển ngày càng phong phú, thực chất và hiệu quả hơn #baodbnd",103,22,,,unlabeled,none,,,,,0,103,12,0,0,0,0,0,,115,115,1.0,1,1,full,9,0,1,1,1,Saturday 2 May 2026 at 18:13,1777720380,2026-05-02 18:13:00,2026-05-02,18,Saturday,feed_hover,ok,1,1779737392,1779737392,2026-05-26 02:29:52,2026-05-26 02:29:52,1,0.0005555556,4.34783e-05,0.0,124,0.0005990338,1,1,12,12,0,0.104348,0.0,0.0,0.0,0.0,0.0,0.104348,0.0,0.0,0.0,0.104348,1,1,,
teamcrawl_v1,REC_000137,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,127,pfbid0GqTzFNVbxvjp7hsFSZtwYKETwG3ZKc3GkQMp4cWRdP8Gn4hjCJvio8tkS6jgTLZXl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0GqTzFNVbxvjp7hsFSZtwYKETwG3ZKc3GkQMp4cWRdP8Gn4hjCJvio8tkS6jgTLZXl,c91085bc52f52455,post_id:pfbid0GqTzFNVbxvjp7hsFSZtwYKETwG3ZKc3GkQMp4cWRdP8Gn4hjCJvio8tkS6jgTLZXl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Dự báo thời tiết ngày 2/5: Miền Bắc tăng nhiệt, cao nhất 32 độ",62,14,,,unlabeled,none,,,,,0,109,5,0,0,0,0,0,,114,114,1.0,1,1,full,2,3,1,1,1,Saturday 2 May 2026 at 08:50,1777686600,2026-05-02 08:50:00,2026-05-02,8,Saturday,feed_hover,ok,1,1779737402,1779737402,2026-05-26 02:30:02,2026-05-26 02:30:02,1,0.0005507246,9.6618e-06,1.44928e-05,119,0.0005748792,1,1,5,5,0,0.04386,0.0,0.0,0.0,0.0,0.0,0.04386,0.0,0.0,0.0,0.04386,1,1,,
teamcrawl_v1,REC_000138,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,128,pfbid02MpmBq1tRnUvHQXrLdQh5JkXh5U4V16a5VZt9txLU6Dp2XGpWxyNQdgnegcTvuVEvl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid02MpmBq1tRnUvHQXrLdQh5JkXh5U4V16a5VZt9txLU6Dp2XGpWxyNQdgnegcTvuVEvl,7afd2309b79a7cc4,post_id:pfbid02MpmBq1tRnUvHQXrLdQh5JkXh5U4V16a5VZt9txLU6Dp2XGpWxyNQdgnegcTvuVEvl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Thư chúc mừng của Chủ tịch Tổng Liên đoàn Lao động Việt Nam nhân kỷ niệm 140 năm Ngày Quốc tế Lao động (1/5/1886 - 1/5/2026) _____ Trong không khí hào hùng, phấn khởi của những ngày tháng Năm lịch sử và Tháng Công nhân năm 2026, cùng với giai cấp công nhân và nhân dân lao động toàn thế giới, chúng ta tự hào kỷ niệm 140 năm Ngày Quốc tế Lao động (1/5/1886 - 1/5/2026), ngày hội lớn của tinh thần đoàn kết, ý chí đấu tranh vì quyền lợi công nhân và khát vọng tiến bộ của nhân loại. #baodbnd",490,103,,,unlabeled,none,,,,,0,46,4,0,0,0,0,0,,50,50,1.0,1,1,full,6,0,1,1,1,Friday 1 May 2026 at 17:20,1777630800,2026-05-01 17:20:00,2026-05-01,17,Friday,feed_hover,ok,1,1779737410,1779737410,2026-05-26 02:30:10,2026-05-26 02:30:10,1,0.0002415459,2.89855e-05,0.0,56,0.0002705314,1,1,4,4,0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.08,1,1,,
teamcrawl_v1,REC_000139,nhung,schema_5_new_timestamp,data/01_Raw_Data/02_Team_Crawled_Raw/Nhung/json-nhung-daibieunhandan-v9-3-2/posts_Dai_bieu_Nhan_dan.json,posts_Dai_bieu_Nhan_dan.json,129,pfbid0GdZZXHEAmsM21jZPntkCg7gMWXsFir5XS7FgZ8c1kEa1jauXdsJMsB2kaERzBkbrl,https://www.facebook.com/daibieunhandan.vn/posts/pfbid0GdZZXHEAmsM21jZPntkCg7gMWXsFir5XS7FgZ8c1kEa1jauXdsJMsB2kaERzBkbrl,0652f1e4ba183f08,post_id:pfbid0GdZZXHEAmsM21jZPntkCg7gMWXsFir5XS7FgZ8c1kEa1jauXdsJMsB2kaERzBkbrl,Đại biểu Nhân dân,daibieunhandan.vn,https://www.facebook.com/daibieunhandan.vn,207000,207000,1,post,,"Hà Nội: “Không có vùng cấm, không có ngoại lệ"", kiểm soát chặt nồng độ cồn xuyên kỳ nghỉ lễ _____ Kỳ nghỉ lễ 30/4 - 1/5, nhu cầu ăn uống, liên hoan tăng cao, tiềm ẩn nguy cơ tai nạn giao thông do sử dụng rượu bia. Trước tình hình đó, CSGT Hà Nội đã chủ động bố trí lực lượng, kiểm soát, xử lý nghiêm vi phạm nồng độ cồn trên toàn địa bàn thành phố. #baodbnd",357,79,,,unlabeled,none,,,,,0,68,9,0,0,0,0,0,,77,77,1.0,1,1,full,5,0,1,1,1,Friday 1 May 2026 at 09:16,1777601760,2026-05-01 09:16:00,2026-05-01,9,Friday,feed_hover,ok,1,1779737419,1779737419,2026-05-26 02:30:19,2026-05-26 02:30:19,1,0.0003719807,2.41546e-05,0.0,82,0.0003961353,1,1,9,9,0,0.116883,0.0,0.0,0.0,0.0,0.0,0.116883,0.0,0.0,0.0,0.116883,1,1,,
